report_date,CUSTOMER_ID,bank_account_identifier,type_of_bank_account,eligible_account,bank_account_number,account_label,currency,balance,interest,blocked_account_indicator,country_of_branch_of_account,blockage_reason,explanation,bank_identifier,branch
2019-03-31,8C1A9F60DEAFAD3C059850C8CB89FC804F,B37617BB4B3295139099E10F5AC01815,REK-BETAAL,DGS,EFA09547EF8DCB035B5D6AFC,GOUDEN KLAVER,EUR,4081769,1634,non_blocked_bank_account,NULL,NULL,NULL,DBA4,NL
2019-03-31,F400F9C1B72999C5E5632026B64CE45E9B,F717286B464CD0DEBAA9518B6E7A4A63,REK-BETAAL,DGS,816A822526DE753020713701,GOUDEN KLAVER,EUR,5038296,6137,non_blocked_bank_account,NULL,NULL,NULL,DBA4,NL
2019-03-31,AD936D5F75426EBAA55DCD8001012DBB59,BA5A1E38A4DC756610BC80EB54CE7970,REK-TERMIJNDEP,DGS,NULL,DEPOSITS CONSUMER BANKING,EUR,7045287,6407,non_blocked_bank_account,NULL,NULL,NULL,DBA4,NL
2019-03-31,3D68F6B85DDA73089FADDEB239E56B4755,6DEF5E92201F0EC5FDDBCC5EFFC2AF44,REK-BETAAL,DGS,983109C04F27C4931EED1E08,GOUDEN KLAVER,EUR,1530192,9066,non_blocked_bank_account,NULL,NULL,NULL,DBA4,NL
2019-03-31,1E156BF09E9FF7C97CBDE0601BD459CC90,65D6F1AED78E29AD2E163A6175043D76,REK-BETAAL,DGS,C1FD842306365BF6C06A28B4,GOUDEN INTERNET,EUR,4511164,7091,non_blocked_bank_account,NULL,NULL,NULL,DBA4,NL
2019-03-31,DBC1F73C81362A068CD4E8298C9AA02CC1,4B08CE2954657A5E10E24556175B9637,REK-BETAAL,DGS,5DB985D9E5A4DB794BF13561,USD Rekening,USD,9661583,4702,non_blocked_bank_account,NULL,NULL,NULL,DBA4,NL
2019-03-31,6212D66D7E53CCE0D5524039AB58C5BFC7,F9890EFC3C2E74A802837804AB75AC02,REK-BETAAL,DGS,45CEBA123F35ED0052180853,CURRENT ACCOUNT,GBP,7284243,4072,non_blocked_bank_account,NULL,NULL,NULL,DBA4,NL
2019-03-31,BD27B3882FB6C818FA5F956465C0C8E742,00131CF6E8AE35FF14CDF1996FB0394B,REK-SPAAR,DGS,2853B0829CA0455BB2CEEEAC,CURRENT ACCOUNT,USD,8489559,56,non_blocked_bank_account,NULL,NULL,NULL,DBA4,NL
2019-03-31,5164EED6E5AB07719560BEECC5BE0A1B61,2C7345288901E4846BB8989145C9A45D,REK-BETAAL,DGS,C7D2FED7EF56E942A940CC61,GOUDEN INTERNET,EUR,3788853,1670,non_blocked_bank_account,NULL,NULL,NULL,DBA4,NL
2019-03-31,90439748079DB6B52276945692117CE741,2A00C4F449C91DDBF7A47D3CA39B8CFE,REK-SPAAR,DGS,17946824D49173BFF0CC4285,CURRENT ACCOUNT,USD,6040669,9734,non_blocked_bank_account,NULL,NULL,NULL,DBA4,NL
2019-03-31,3BE0A29FBB2DF6548EB8B62C190250DCC0,5CF99333C7D8B8DAE5D147F6DA46A910,REK-TERMIJNDEP,DGS,NULL,DEPOSITS CONSUMER BANKING,EUR,8410532,6208,non_blocked_bank_account,NULL,NULL,NULL,DBA4,NL
2019-03-31,3BE0A29FBB2DF6548EB8B62C190250DCC0,5CF99333C7D8B8DAE5D147F6DA46A910,REK-TERMIJNDEP,DGS,NULL,DEPOSITS CONSUMER BANKING,EUR,9515055,1271,non_blocked_bank_account,NULL,NULL,NULL,DBA4,NL
2019-03-31,F484AEAAD88EB544E789C25602E6DA2E09,C9ED470DAC115F6ECE5AE9EC32E90DD2,REK-BETAAL,DGS,A74BF29854896DBB70C6226D,GOUDEN KLAVER,EUR,8746706,1293,non_blocked_bank_account,NULL,NULL,NULL,DBA4,NL
2019-03-31,DDEE84462754B75856532C1CB27D1DE2F4,78B47BBBC9C06113ADB33629933759CD,REK-BETAAL,DGS,6BE687554970E4B3804AEDDC,GOUDEN INTERNET,EUR,6990008,5938,non_blocked_bank_account,NULL,NULL,NULL,DBA4,NL
2019-03-31,B1C7E0D2ACAF981BE414FF9B9324A45CA8,3BCFFC86979ADB89EC38FFE4A354C392,REK-BETAAL,DGS,63009EDD9066FEA2687F8239,GOUDEN INTERNET,EUR,4011439,622,non_blocked_bank_account,NULL,NULL,NULL,DBA4,NL
2019-03-31,B1C7E0D2ACAF981BE414FF9B9324A45CA8,3BCFFC86979ADB89EC38FFE4A354C392,REK-BETAAL,DGS,63009EDD9066FEA2687F8239,GOUDEN INTERNET,EUR,6636677,125,non_blocked_bank_account,NULL,NULL,NULL,DBA4,NL
2019-03-31,2B56656EEFFED8369964B63AF12242346B,CB351925F172C28E732204792E8B0A4D,REK-BETAAL,DGS,24B5181EF3180A14EE33664B,GOUDEN INTERNET,EUR,7195689,7756,non_blocked_bank_account,NULL,NULL,NULL,DBA4,NL
2019-03-31,D1E10B5F544BCF4834D3602DF7EA0B354F,3681CC0C6D51E135DCA9D31B6940521F,REK-BETAAL,DGS,DB30B5891F42237D8F12EFD5,GOUDEN INTERNET,EUR,5994128,585,non_blocked_bank_account,NULL,NULL,NULL,DBA4,NL
2019-03-31,E75AA065CBCA30779F3D046E51443EFD37,A1C0FBFDCF089049062BE5BF54EBB7A5,REK-BETAAL,DGS,9BEE9CEA024E6E7EC596DBD8,GOUDEN KLAVER,EUR,8632590,4078,non_blocked_bank_account,NULL,NULL,NULL,DBA4,NL
2019-03-31,8FAB88B96111E35E7311414D47745C4BD8,E2402AF408D1BEC8FB15F553FD1FD983,REK-BETAAL,DGS,589FFCF2276D408BC428DAD0,GOUDEN INTERNET,EUR,9154879,3084,non_blocked_bank_account,NULL,NULL,NULL,DBA4,NL
2019-03-31,1AA25B01C982C7D6DE7F33E6FE31F8A2CC,BAA4C8D30EBBE5E69174FE5424643A46,REK-BETAAL,DGS,469FEF1119726B91BE8C80E7,GOUDEN KLAVER,EUR,1149907,1636,non_blocked_bank_account,NULL,NULL,NULL,DBA4,NL
2019-03-31,274ED7FF5C54C3C90A99A17F74EA0EB111,454EAA4F4C92DE00033B8AE1F1ADB11E,REK-BETAAL,DGS,03EEEAAD368A55F742A13A38,GOUDEN INTERNET,EUR,5358459,979,non_blocked_bank_account,NULL,NULL,NULL,DBA4,NL
2019-03-31,DFC2D77DCDCE55BF4218C00339A3B41149,5AB16F3B92BD662B13E808752F32A5FC,REK-TERMIJNDEP,DGS,NULL,DEPOSITS CONSUMER BANKING,EUR,159019,1848,non_blocked_bank_account,NULL,NULL,NULL,DBA4,NL
2019-03-31,0D971AAD64FCFCAFD17C0595ADADBF9932,13DFA5C3D43BCC2E03EBA87CF06E9501,REK-BETAAL,DGS,89B95E5473A407919C5D4456,GOUDEN KLAVER,EUR,3109541,776,non_blocked_bank_account,NULL,NULL,NULL,DBA4,NL
2019-03-31,648907D43555BA02AFE54A6B0C8C36C388,9F247D2486B77245B2BE239FE01938D2,REK-BETAAL,DGS,D0E3093216E657AEE5F0519B,GOUDEN INTERNET,EUR,5979777,8950,non_blocked_bank_account,NULL,NULL,NULL,DBA4,NL
2019-03-31,7DDFC2B447B6300DD07D0C7C582983DEB8,980429E92C9AC6586A28F152C898977F,REK-BETAAL,DGS,DAD3E9DD35353364811FE291,GOUDEN INTERNET,EUR,8196318,4985,non_blocked_bank_account,NULL,NULL,NULL,DBA4,NL
2019-03-31,97C562E227992388FDC6BDAD0CEE5DD009,D8DC034AC43A79273F76D310AAD3B84C,REK-TERMIJNDEP,DGS,NULL,DEPOSITS CONSUMER BANKING,EUR,2371427,7527,non_blocked_bank_account,NULL,NULL,NULL,DBA4,NL
2019-03-31,97C562E227992388FDC6BDAD0CEE5DD009,D8DC034AC43A79273F76D310AAD3B84C,REK-TERMIJNDEP,DGS,NULL,DEPOSITS CONSUMER BANKING,EUR,1862437,7613,non_blocked_bank_account,NULL,NULL,NULL,DBA4,NL
2019-03-31,A46007149EC22ADBAB95FD0200E0C22B40,6D070A09ADE7C121FC6664E6439A0A0E,REK-BETAAL,DGS,90CC52ED4CB5635E8B19C094,GOUDEN INTERNET,EUR,9917968,1907,non_blocked_bank_account,NULL,NULL,NULL,DBA4,NL
2019-03-31,C053DBF75F48E550F3788464CD63E87012,B52A6B1499DCB294B66C28B2DB0969D0,REK-BETAAL,DGS,56CAB28C8F335434EEF6174F,GOUDEN KLAVER,EUR,3093564,9039,non_blocked_bank_account,NULL,NULL,NULL,DBA4,NL
2019-03-31,F3FA5CBBE077873E690C9FC38ED8CD97A3,10DBF4C0F43014450477C845D853E4E5,REK-BETAAL,DGS,9AC2768878280B08EC981256,GOUDEN KLAVER,EUR,1722032,9254,non_blocked_bank_account,NULL,NULL,NULL,DBA4,NL
2019-03-31,8054EA3809FA87D72F632739BEF9274E78,70EAAB30EBB5AE6832A713DFA8A10F13,REK-BETAAL,DGS,B3CFEAD9294E291FCCC3E2ED,GOUDEN INTERNET,EUR,4799258,7351,non_blocked_bank_account,NULL,NULL,NULL,DBA4,NL
2019-03-31,19F8885EDBB3566FAFF706833EE87BDE15,7CF8F83CA64FF1E0CAFB892DFB9A8DB5,REK-TERMIJNDEP,DGS,NULL,CUSTOMER DEPOSITS (MM),USD,8368234,195,non_blocked_bank_account,NULL,NULL,NULL,DBA4,NL
2019-03-31,0444D69EB01F07B8AD7C7B8132A225F2D1,B62CA9E59D87DFD098778AE48A126FB4,REK-BETAAL,DGS,B8423C0870FF2D8CD9BA8413,GOUDEN INTERNET,EUR,4733980,1916,non_blocked_bank_account,NULL,NULL,NULL,DBA4,NL
2019-03-31,307D54FF15D113D441827C3258FCBB1A38,1832A304F6A9EFC4DEBFE14997A6B656,REK-BETAAL,DGS,D7C1F0AB1D1F5DAE1F990C5B,GOUDEN INTERNET,EUR,5222097,8062,non_blocked_bank_account,NULL,NULL,NULL,DBA4,NL
2019-03-31,307D54FF15D113D441827C3258FCBB1A38,1832A304F6A9EFC4DEBFE14997A6B656,REK-BETAAL,DGS,D7C1F0AB1D1F5DAE1F990C5B,GOUDEN INTERNET,EUR,6756290,3712,non_blocked_bank_account,NULL,NULL,NULL,DBA4,NL
2019-03-31,307D54FF15D113D441827C3258FCBB1A38,1832A304F6A9EFC4DEBFE14997A6B656,REK-BETAAL,DGS,D7C1F0AB1D1F5DAE1F990C5B,GOUDEN INTERNET,EUR,1548943,3004,non_blocked_bank_account,NULL,NULL,NULL,DBA4,NL
2019-03-31,2476C3DDF24F5DB51C407CC881534D6802,1832A304F6A9EFC4DEBFE14997A6B656,REK-BETAAL,DGS,D7C1F0AB1D1F5DAE1F990C5B,GOUDEN INTERNET,EUR,1236684,9353,non_blocked_bank_account,NULL,NULL,NULL,DBA4,NL
2019-03-31,2476C3DDF24F5DB51C407CC881534D6802,1832A304F6A9EFC4DEBFE14997A6B656,REK-BETAAL,DGS,D7C1F0AB1D1F5DAE1F990C5B,GOUDEN INTERNET,EUR,6810660,6505,non_blocked_bank_account,NULL,NULL,NULL,DBA4,NL
2019-03-31,2476C3DDF24F5DB51C407CC881534D6802,1832A304F6A9EFC4DEBFE14997A6B656,REK-BETAAL,DGS,D7C1F0AB1D1F5DAE1F990C5B,GOUDEN INTERNET,EUR,8382651,4272,non_blocked_bank_account,NULL,NULL,NULL,DBA4,NL
2019-03-31,307D54FF15D113D441827C3258FCBB1A38,1832A304F6A9EFC4DEBFE14997A6B656,REK-BETAAL,DGS,D7C1F0AB1D1F5DAE1F990C5B,GOUDEN INTERNET,EUR,8106576,7905,non_blocked_bank_account,NULL,NULL,NULL,DBA4,NL
2019-03-31,2476C3DDF24F5DB51C407CC881534D6802,1832A304F6A9EFC4DEBFE14997A6B656,REK-BETAAL,DGS,D7C1F0AB1D1F5DAE1F990C5B,GOUDEN INTERNET,EUR,2455823,4053,non_blocked_bank_account,NULL,NULL,NULL,DBA4,NL
2019-03-31,54859ECF79982F1EC2FCEF24CDC8A25394,4D4079D23B05267BD419B827673EC6B9,REK-TERMIJNDEP,DGS,NULL,DEPOSITS CONSUMER BANKING,EUR,5278241,3819,non_blocked_bank_account,NULL,NULL,NULL,DBA4,NL
2019-03-31,57A951EC555D94662EDC8DBBA30684C407,CB5BB9598B61F08CEEF34BDF7F08A22D,REK-BETAAL,DGS,F96D8F26CB9B62B6E81F4E21,GOUDEN INTERNET,EUR,3860173,1582,non_blocked_bank_account,NULL,NULL,NULL,DBA4,NL
2019-03-31,50069AE802116F9A8A0D135D59D8944285,4046CD4D199F8C084953BCB74DC511AD,REK-BETAAL,DGS,1C132B6C79D6BB0AB7AC1A53,GOUDEN INTERNET,EUR,7355356,5655,non_blocked_bank_account,NULL,NULL,NULL,DBA4,NL
2019-03-31,215331B77FF09F4F8467D96A13EF61E6DD,35546807CAF6BADF839A0F7CF71D96E8,REK-BETAAL,DGS,365B6E47D31A64BBF6AE2BC4,GOUDEN INTERNET,EUR,9768134,9245,non_blocked_bank_account,NULL,NULL,NULL,DBA4,NL
2019-03-31,4BA29AE3694D9F6E857EE96714B2CC7FF7,A98A706C8DDC2813D8FF26BBCB0BEBB3,REK-BETAAL,DGS,A2463B754D5CDF037344E711,GOUDEN KLAVER,EUR,2081954,686,non_blocked_bank_account,NULL,NULL,NULL,DBA4,NL
2019-03-31,5FA2913DA98D8E40DC604CA770E8143534,A94DED713BA6233756F69C99066C9F0A,REK-BETAAL,DGS,02BBE3E1072FE023FC3957D6,GOUDEN KLAVER,EUR,6556829,2361,non_blocked_bank_account,NULL,NULL,NULL,DBA4,NL
2019-03-31,0550889C8141CB442F9854802B284D3D96,C4ABBE85465F269E38C2121AED8F9CF6,REK-BETAAL,DGS,A26DD48934804D22AF657731,GOUDEN KLAVER,EUR,7266537,7159,non_blocked_bank_account,NULL,NULL,NULL,DBA4,NL
2019-03-31,1513CBC101B31C398167FF62F96D4F13E8,E4ABB55EA3A4C3C2B29AA0AA01CE6CB8,REK-BETAAL,DGS,B29B7BDEFA8B893FBB1EDDC0,GOUDEN KLAVER,EUR,2362056,3661,non_blocked_bank_account,NULL,NULL,NULL,DBA4,NL
2019-03-31,7CD1C14B7DB0470BB484248F88A932713C,09C608DA322C32FDCDD79CCEAF4D3EED,REK-TERMIJNDEP,DGS,NULL,DEPOSITS CONSUMER BANKING,EUR,7112789,7182,non_blocked_bank_account,NULL,NULL,NULL,DBA4,NL
2019-03-31,B814C12FEC091002CBB30BB671FF86796F,84755ACE7255DB2B6CEFDF81232F6FC4,REK-BETAAL,DGS,8F8B66E97FC005C4F6AD2B2F,GOUDEN INTERNET,EUR,8646099,3507,non_blocked_bank_account,NULL,NULL,NULL,DBA4,NL
2019-03-31,B395ADDBC16EAE5E903070B800858714CB,24578BB1C12AA599265FED7865E4B06B,REK-BETAAL,DGS,BD017898257DDE5C0F1DF3E0,GOUDEN INTERNET,EUR,6884106,7211,non_blocked_bank_account,NULL,NULL,NULL,DBA4,NL
2019-03-31,09B7B459A5C8ED77AEDE38E03190F071CF,4F5724C6F34AF42DDA96B54D8CA28FB8,REK-BETAAL,DGS,BF0731EDDB2EDCA03D0029AE,GOUDEN INTERNET,EUR,492885,9916,non_blocked_bank_account,NULL,NULL,NULL,DBA4,NL
2019-03-31,3687425A33A6D4D420AA49CA07EC084CF2,E91B6946A23FC69C698EF6A1937801AA,REK-TERMIJNDEP,DGS,NULL,DEPOSITS CONSUMER BANKING,EUR,3528620,261,non_blocked_bank_account,NULL,NULL,NULL,DBA4,NL
2019-03-31,FB46844C9B95417DD70D0805B29021EDBC,044A47A94462B4B97BBF78D9159492C9,REK-SPAAR,DGS,79013AB050725344635A694D,CURRENT ACCOUNT,USD,9825258,6959,non_blocked_bank_account,NULL,NULL,NULL,DBA4,NL
2019-03-31,E5D2C16A8317214EDBC13DFF6115C78D19,F5265B40E22E5D2A84D260D576C3C4D7,REK-BETAAL,DGS,62C04C176153A0A49D0DC702,GOUDEN INTERNET,EUR,7574444,7058,non_blocked_bank_account,NULL,NULL,NULL,DBA4,NL
2019-03-31,A306CEAF370B38BBC2FC7C9565511E58BF,4712D22AF311884D452CEAEA839B6FC0,REK-TERMIJNDEP,DGS,NULL,DEPOSITS CONSUMER BANKING,EUR,5159203,4029,non_blocked_bank_account,NULL,NULL,NULL,DBA4,NL
2019-03-31,E471015A45C2A44FF9E7A75756A6C2BBA9,E4B00BE880A29CF7E0F6B8B4B7BD49C1,REK-SPAAR,DGS,A46C77F37A4178F684F415F6,CURRENT ACCOUNT,TRY,9930893,4660,non_blocked_bank_account,NULL,NULL,NULL,DBA4,NL
2019-03-31,A5F3A9DA66E40B79979C89B83D92FBC632,BF9F8F0ABD303E74CA81926691749880,REK-BETAAL,DGS,508A33BC64166E5D76388399,GOUDEN INTERNET,EUR,5558976,125,non_blocked_bank_account,NULL,NULL,NULL,DBA4,NL
2019-03-31,EC232F0C450C9BA812D6335AF268CD26A7,7687DB9738CA38341CAD35EAA3C07D8C,REK-BETAAL,DGS,861AAED73C6C135E42F0C6F6,GOUDEN INTERNET,EUR,6401380,7089,non_blocked_bank_account,NULL,NULL,NULL,DBA4,NL
2019-03-31,0229543E7A1A2D4A608726B2E107A1E2BC,F8D93DA600A72D6A6A78CE5A8A6C4634,REK-BETAAL,DGS,587BA509F431DF01435D7AAD,GOUDEN INTERNET,EUR,9147268,1445,non_blocked_bank_account,NULL,NULL,NULL,DBA4,NL
2019-03-31,47513A4EBDEC567DE454F15A5B4DEDD41C,5323BAFEA40AEE3CAB6576EA98CBAD6F,REK-BETAAL,DGS,D1FB5231CFFD5BD50AC63547,GOUDEN KLAVER,EUR,8730091,7675,non_blocked_bank_account,NULL,NULL,NULL,DBA4,NL
2019-03-31,947E2AF30E3D8B9321751A7933BFFEFDFF,4F60747A50D52DD4F3E10EE36F68E8A8,REK-BETAAL,DGS,74279374DC6B5D43311FC38E,GOUDEN KLAVER,EUR,8369391,7466,non_blocked_bank_account,NULL,NULL,NULL,DBA4,NL
2019-03-31,947E2AF30E3D8B9321751A7933BFFEFDFF,4F60747A50D52DD4F3E10EE36F68E8A8,REK-BETAAL,DGS,74279374DC6B5D43311FC38E,GOUDEN KLAVER,EUR,6772073,5682,non_blocked_bank_account,NULL,NULL,NULL,DBA4,NL
2019-03-31,2F3E4436B84E1C420959E0BBF1808D8615,432BABEE83DD957633C6C90B213C1A97,REK-TERMIJNDEP,DGS,NULL,DEPOSITS CONSUMER BANKING,EUR,6082910,1372,non_blocked_bank_account,NULL,NULL,NULL,DBA4,NL
2019-03-31,2F3E4436B84E1C420959E0BBF1808D8615,432BABEE83DD957633C6C90B213C1A97,REK-TERMIJNDEP,DGS,NULL,DEPOSITS CONSUMER BANKING,EUR,4942791,392,non_blocked_bank_account,NULL,NULL,NULL,DBA4,NL
2019-03-31,589DFC7AC1A2058729A42B30453D5F10C7,214CC2F581D357039371D9FB07778C37,REK-BETAAL,DGS,4B836714A58F2444EA200DE7,USD Rekening,USD,2134971,9546,non_blocked_bank_account,NULL,NULL,NULL,DBA4,NL
2019-03-31,CE7DD716C7A66BE93883BB0E8F576EAE14,23A5B7109D05186AFA5B693ADAF5EADF,REK-BETAAL,DGS,D8FCF1077F58F5E0764D5857,GOUDEN KLAVER,EUR,1462238,8687,non_blocked_bank_account,NULL,NULL,NULL,DBA4,NL
2019-03-31,08582ADEF98136F00135969CE851E8CC43,4C149347E26828AF9DA063D06B8DE621,REK-BETAAL,DGS,56C2106E4762E8406F37274E,GOUDEN INTERNET,EUR,3913694,1458,non_blocked_bank_account,NULL,NULL,NULL,DBA4,NL
2019-03-31,08582ADEF98136F00135969CE851E8CC43,4C149347E26828AF9DA063D06B8DE621,REK-BETAAL,DGS,56C2106E4762E8406F37274E,GOUDEN INTERNET,EUR,3976042,217,non_blocked_bank_account,NULL,NULL,NULL,DBA4,NL
2019-03-31,7AEE9712DA632A506BA108F237BC8B8ECA,721B754BA5C2B435FAA302B87D8C32B1,REK-BETAAL,DGS,2E93F7C925DAE23732CC2F22,GOUDEN INTERNET,EUR,6338667,7826,non_blocked_bank_account,NULL,NULL,NULL,DBA4,NL
2019-03-31,EB10482D37C8F8635B97B73838D927177D,625EF289502F87C0F6828FBACACF054C,REK-BETAAL,DGS,300CEC26E7B27A4301C9737F,GOUDEN KLAVER,EUR,8552577,8467,non_blocked_bank_account,NULL,NULL,NULL,DBA4,NL
2019-03-31,EB10482D37C8F8635B97B73838D927177D,625EF289502F87C0F6828FBACACF054C,REK-BETAAL,DGS,300CEC26E7B27A4301C9737F,GOUDEN KLAVER,EUR,3931431,6759,non_blocked_bank_account,NULL,NULL,NULL,DBA4,NL
2019-03-31,5C2F3650CC381B2A26FBBB524ED793AF4C,6E4A99700962D201ED751A9473833F9A,REK-BETAAL,DGS,541511FF7A7D6F6AF9AAF991,GOUDEN INTERNET,EUR,3438943,161,non_blocked_bank_account,NULL,NULL,NULL,DBA4,NL
2019-03-31,0EF359B300B3E86F54980CF39C31FAA3AB,CC0614707931E6A7A06801FE1CFD919A,REK-TERMIJNDEP,DGS,NULL,DEPOSITS CONSUMER BANKING,EUR,5904827,239,non_blocked_bank_account,NULL,NULL,NULL,DBA4,NL
2019-03-31,4B096EE234FDC6887664C8DE82ABD8A5B8,B8B9E587177210E86A844E086BA55F75,REK-BETAAL,DGS,04A6B405F92FE3D53E6B9E68,GOUDEN INTERNET,EUR,6139986,1576,non_blocked_bank_account,NULL,NULL,NULL,DBA4,NL
2019-03-31,860E95D663B71F96F44234FC0BD60DF2DA,18B66984A7F2EF07241CCDCCD9498B07,REK-BETAAL,DGS,B84759BAA2BB0BA7CA17E90E,Turkse Lira Rekening,TRY,9070437,36,non_blocked_bank_account,NULL,NULL,NULL,DBA4,NL
2019-03-31,DB7FD48D2E84BECA1E0F4FEE8AD0639F43,1FA9291FC43803A1B0E3FAD7D0EDC1F2,REK-SPAAR,DGS,CDC585FD8C1FF583B53DA52D,CURRENT ACCOUNT,EUR,3369002,2192,non_blocked_bank_account,NULL,NULL,NULL,DBA4,NL
2019-03-31,701D4767C0A4088F04328015160D2E20C3,8DEE6FFA2FED7A8738312CD5C9142A35,REK-BETAAL,DGS,2845090E7169F5C4E5C3CE14,GOUDEN KLAVER,EUR,3150581,7959,non_blocked_bank_account,NULL,NULL,NULL,DBA4,NL
2019-03-31,C0DFD432C5B3ADE462EBB56515B958DC45,71F32F9A8E097755407232E4540F742E,REK-BETAAL,DGS,043C0D178C7CB313F151C7A4,GOUDEN INTERNET,EUR,7198276,7884,non_blocked_bank_account,NULL,NULL,NULL,DBA4,NL
2019-03-31,C0DFD432C5B3ADE462EBB56515B958DC45,71F32F9A8E097755407232E4540F742E,REK-BETAAL,DGS,043C0D178C7CB313F151C7A4,GOUDEN INTERNET,EUR,5738271,9890,non_blocked_bank_account,NULL,NULL,NULL,DBA4,NL
2019-03-31,C0DFD432C5B3ADE462EBB56515B958DC45,71F32F9A8E097755407232E4540F742E,REK-BETAAL,DGS,043C0D178C7CB313F151C7A4,GOUDEN INTERNET,EUR,6480254,3379,non_blocked_bank_account,NULL,NULL,NULL,DBA4,NL
2019-03-31,E99B32145013A351208CE41227F3BED9C7,C6DD90285BC87BA763E0CB759E40D41A,REK-BETAAL,DGS,54147B4E54C7AFA73AE4E764,CURRENT ACCOUNT,USD,8913711,7345,non_blocked_bank_account,NULL,NULL,NULL,DBA4,NL
2019-03-31,758AABA821CF63660010474C48DD2EAC1B,60CD8E4E4A50B8B0FB03BBE246FE0454,REK-BETAAL,DGS,66DE38AA9B3618FEB30F7160,GOUDEN INTERNET,EUR,7274687,2720,non_blocked_bank_account,NULL,NULL,NULL,DBA4,NL
2019-03-31,88558573F1AE2B3CD8AB498A0263B0F595,5E25370ED66988577688367FF178BAF4,REK-SPAAR,DGS,A9200837503EE0267B92DD7D,CURRENT ACCOUNT,USD,7837140,9876,non_blocked_bank_account,NULL,NULL,NULL,DBA4,NL
2019-03-31,7134D62E35669D718EDECEFE17AF52E371,DF230A0CD678EE2D0929AE4528D5EBCF,REK-BETAAL,DGS,D1354B5FF78F03812219BC32,GOUDEN INTERNET,EUR,1849316,4212,non_blocked_bank_account,NULL,NULL,NULL,DBA4,NL
2019-03-31,7AE8A8C2BF6BA73E3260AB179008A6AEA8,C0C395FB785B1C084932CC852E4BC16C,REK-TERMIJNDEP,DGS,NULL,DEPOSITS CONSUMER BANKING,EUR,2924568,4301,non_blocked_bank_account,NULL,NULL,NULL,DBA4,NL
2019-03-31,7AE8A8C2BF6BA73E3260AB179008A6AEA8,C0C395FB785B1C084932CC852E4BC16C,REK-TERMIJNDEP,DGS,NULL,DEPOSITS CONSUMER BANKING,EUR,8398922,3826,non_blocked_bank_account,NULL,NULL,NULL,DBA4,NL
2019-03-31,C4EE8E21B2A7C35969CAC48E2D63B78FD7,C0C395FB785B1C084932CC852E4BC16C,REK-TERMIJNDEP,DGS,NULL,DEPOSITS CONSUMER BANKING,EUR,8360902,2094,non_blocked_bank_account,NULL,NULL,NULL,DBA4,NL
2019-03-31,C4EE8E21B2A7C35969CAC48E2D63B78FD7,C0C395FB785B1C084932CC852E4BC16C,REK-TERMIJNDEP,DGS,NULL,DEPOSITS CONSUMER BANKING,EUR,9721698,352,non_blocked_bank_account,NULL,NULL,NULL,DBA4,NL
2019-03-31,D2B7E440E40C9B3471BA68354FE567B894,7E5CE22F7B8102952C1A36BFA3871B3D,REK-BETAAL,DGS,CB16124CD0D0A1CECE1A0C6C,GOUDEN INTERNET,EUR,7252877,8907,non_blocked_bank_account,NULL,NULL,NULL,DBA4,NL
2019-03-31,1F2BB2540C258F9E18734AAC54EAD15374,B42C9ACFE274A1F82B9C85E5414B9713,REK-BETAAL,DGS,02B40329B77EDBB0545F9AA9,GOUDEN INTERNET,EUR,3862548,5764,non_blocked_bank_account,NULL,NULL,NULL,DBA4,NL
2019-03-31,70860B32F3732028C47B73852FD28BBD2C,7FCFE6C693D04CBC6384CAA3BCC3BDCD,REK-TERMIJNDEP,DGS,NULL,CUSTOMER DEPOSITS (MM),USD,9925744,8332,non_blocked_bank_account,NULL,NULL,NULL,DBA4,NL
2019-03-31,B54ABE7245FEAFFF89C987AE7434F3F9AC,C3C3E20A176915684FECA16CED224FA5,REK-TERMIJNDEP,DGS,NULL,DEPOSITS CONSUMER BANKING,EUR,5089120,7748,non_blocked_bank_account,NULL,NULL,NULL,DBA4,NL
2019-03-31,D2AC707E9E29A111F2D78C86DFCE01F027,7363C566BBE8B56DCA49FE7313E7975B,REK-BETAAL,DGS,2126405D7A010A66878FD719,GOUDEN INTERNET,EUR,3695023,2546,non_blocked_bank_account,NULL,NULL,NULL,DBA4,NL
2019-03-31,5B19D7B3A709FC84291810FBDFFBA80FD5,E83145C97F26B262EC9A6D9C269B5289,REK-TERMIJNDEP,DGS,NULL,CUSTOMER DEPOSITS (MM),USD,9684627,7886,non_blocked_bank_account,NULL,NULL,NULL,DBA4,NL
2019-03-31,693C898D79627D259C2A815921F696F0B2,D40C284A937498303C16B3438F99F307,REK-BETAAL,DGS,0EC1230C50A7B1C5000DB1FF,GOUDEN INTERNET,EUR,7297823,3337,non_blocked_bank_account,NULL,NULL,NULL,DBA4,NL
2019-03-31,266D6790C928E33502E479AC5B6B59FA97,81E9FB29B75E72A43932B142C300FE12,REK-BETAAL,DGS,DF5E4A047776C93D52F675E9,GOUDEN INTERNET,EUR,9160268,7782,non_blocked_bank_account,NULL,NULL,NULL,DBA4,NL
2019-03-31,A18520D33C7447A8CA0E709EFEE11AB12E,2DD3D0AD94A830280F08E47EBACEB469,REK-BETAAL,DGS,450398AFE254670A8FC0C2A4,GOUDEN KLAVER,EUR,5360960,1908,non_blocked_bank_account,NULL,NULL,NULL,DBA4,NL
